Longitude,Latitude,Pixel,Scan
162.915057,21.3340801,1700,1500
162.894679,21.3348405,1800,1500
162.8743,21.3355985,1900,1500
162.853921,21.3363541,2000,1500
162.833542,21.3371072,2100,1500
162.813162,21.3378578,2200,1500
162.792781,21.3386059,2300,1500
162.7724,21.3393516,2400,1500
162.752018,21.3400949,2500,1500
162.731635,21.3408357,2600,1500
162.711251,21.341574,2700,1500
162.690866,21.3423099,2800,1500
162.670479,21.3430434,2900,1500
162.650092,21.3437744,3000,1500
162.629702,21.344503,3100,1500
162.609312,21.3452292,3200,1500
162.588919,21.3459529,3300,1500
162.568525,21.3466743,3400,1500
162.548129,21.3473932,3500,1500
162.527731,21.3481097,3600,1500
162.507331,21.3488237,3700,1500
162.486929,21.3495354,3800,1500
162.466524,21.3502447,3900,1500
162.446321,21.3509444,3999,1500
163.260774,21.3046161,0,1600
163.240386,21.3054194,100,1600
163.219999,21.3062203,200,1600
163.199614,21.3070185,300,1600
163.17923,21.3078143,400,1600
163.158847,21.3086075,500,1600
163.138465,21.3093982,600,1600
163.118085,21.3101863,700,1600
163.097705,21.310972,800,1600
163.077326,21.3117551,900,1600
163.056948,21.3125358,1000,1600
163.036571,21.3133139,1100,1600
163.016194,21.3140895,1200,1600
162.995817,21.3148627,1300,1600
162.975441,21.3156333,1400,1600
162.955065,21.3164015,1500,1600
162.934689,21.3171672,1600,1600
162.914313,21.3179304,1700,1600
162.893936,21.3186911,1800,1600
162.87356,21.3194494,1900,1600
162.853183,21.3202051,2000,1600
162.832806,21.3209585,2100,1600
162.812429,21.3217093,2200,1600
162.792051,21.3224577,2300,1600
162.771672,21.3232037,2400,1600
162.751292,21.3239472,2500,1600
162.730911,21.3246883,2600,1600
162.710529,21.3254269,2700,1600
162.690147,21.326163,2800,1600
162.669762,21.3268968,2900,1600
162.649377,21.3276281,3000,1600
162.62899,21.328357,3100,1600
162.608602,21.3290834,3200,1600
162.588212,21.3298074,3300,1600
162.56782,21.330529,3400,1600
162.547426,21.3312482,3500,1600
162.52703,21.331965,3600,1600
162.506632,21.3326794,3700,1600
162.486233,21.3333913,3800,1600
162.46583,21.3341009,3900,1600
162.44563,21.3348009,3999,1600
163.25996,21.288387,0,1700
163.239574,21.2891901,100,1700
163.219189,21.2899906,200,1700
163.198806,21.2907886,300,1700
163.178424,21.291584,400,1700
163.158044,21.2923769,500,1700
163.137665,21.2931674,600,1700
163.117286,21.2939552,700,1700
163.096909,21.2947406,800,1700
163.076532,21.2955235,900,1700
163.056156,21.2963038,1000,1700
163.035781,21.2970817,1100,1700
163.015406,21.2978571,1200,1700
162.995032,21.2986299,1300,1700
162.974658,21.2994003,1400,1700
